55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,48 89 e5,5d,c3
55,56,53,48 89 e5,48 83 ec 50,48 89 4d 20,48 89 55 28,c7 45 f8 00 00 00 00,c7 45 fc 00 00 00 00,c7 45 f4 00 00 00 00,c7 45 f0 00 00 00 00,c7 45 ec 00 00 00 00,48 8b 45 28,48 89 c1,e8 b9 ff ff ff,89 45 f8,8b 45 f8,48 98,48 c1 e0 02,48 89 c1,e8 9f ff ff ff,48 98,48 89 c2,48 8b 45 20,48 89 50 30,48 8b 45 20,48 8b 40 30,48 85 c0,75 4d,48 8b 45 28,48 89 c1,e8 73 ff ff ff,89 c2,8b 45 f8,48 98,48 8d 0c 85 00 00 00 00,48 8d 05 00 00 00 00,8b 00,41 89 d1,49 89 c8,48 8d 15 00 00 00 00,89 c1,e8 41 ff ff ff,48 8d 05 00 00 00 00,8b 10,48 8b 45 20,89 50 28,e9 69 07 00 00,8b 45 f8,48 98,48 8d 14 85 00 00 00 00,48 8b 45 20,48 8b 40 30,49 89 d0,ba 00 00 00 00,48 89 c1,e8 01 ff ff ff,8b 45 f8,48 98,48 c1 e0 02,48 89 c1,e8 02 ff ff ff,48 98,48 89 c2,48 8b 45 20,48 89 50 20,48 8b 45 20,48 8b 40 20,48 85 c0,75 4d,48 8b 45 28,48 89 c1,e8 d6 fe ff ff,89 c2,8b 45 f8,48 98,48 8d 0c 85 00 00 00 00,48 8d 05 00 00 00 00,8b 00,41 89 d1,49 89 c8,48 8d 15 40 00 00 00,89 c1,e8 a4 fe ff ff,48 8d 05 00 00 00 00,8b 10,48 8b 45 20,89 50 28,e9 cc 06 00 00,8b 45 f8,48 98,48 8d 14 85 00 00 00 00,48 8b 45 20,48 8b 40 20,49 89 d0,ba 00 00 00 00,48 89 c1,e8 64 fe ff ff,c7 45 fc 00 00 00 00,e9 e1 01 00 00,c7 45 e8 00 00 00 00,8b 55 fc,48 8b 45 28,48 89 c1,e8 3c fe ff ff,85 c0,75 33,48 8b 45 28,48 89 c1,e8 3e fe ff ff,89 c2,48 8d 05 00 00 00 00,8b 00,8b 4d fc,41 89 d1,41 89 c8,48 8d 15 80 00 00 00,89 c1,e8 16 fe ff ff,e9 4e 06 00 00,48 8d 05 00 00 00 00,8b 10,4c 8d 45 f0,48 8d 4d f4,48 8b 45 28,4d 89 c1,49 89 c8,48 89 c1,e8 dc fd ff ff,85 c0,74 57,8b 55 f4,8b 45 f0,39 c2,7e 2a,8b 45 f0,85 c0,74 23,48 8b 45 20,48 8b 50 30,48 8b 45 20,8b 40 1c,48 98,48 c1 e0 04,48 01 c2,8b 45 f0,89 42 0c,e9 ce 00 00 00,48 8b 45 20,48 8b 50 30,48 8b 45 20,8b 40 1c,48 98,48 c1 e0 04,48 01 c2,8b 45 f4,89 42 0c,e9 ab 00 00 00,48 8d 05 00 00 00 00,8b 10,48 8d 4d e8,48 8b 45 28,49 89 c8,48 89 c1,e8 65 fd ff ff,85 c0,74 1e,8b 55 e8,48 8d 05 00 00 00 00,8b 00,21 d0,85 c0,75 57,8b 45 e8,85 c0,74 50,e9 d4 00 00 00,48 8d 05 00 00 00 00,8b 10,48 8d 4d e8,48 8b 45 28,49 89 c8,48 89 c1,e8 27 fd ff ff,85 c0,74 2b,8b 55 e8,48 8d 05 00 00 00 00,8b 00,39 c2,74 1b,8b 55 e8,48 8d 05 00 00 00 00,8b 00,39 c2,74 0b,8b 45 e8,85 c0,0f 85 89 00 00 00,48 8b 45 20,48 8b 50 30,48 8b 45 20,8b 40 1c,48 98,48 c1 e0 04,48 01 c2,48 8b 45 20,8b 40 1c,89 42 0c,48 8b 45 20,48 8b 50 30,48 8b 45 20,8b 40 1c,48 98,48 c1 e0 04,48 01 c2,8b 45 fc,89 42 08,48 8b 45 28,48 89 c1,e8 a6 fc ff ff,85 c0,74 28,48 8b 45 20,48 8b 50 30,48 8b 45 20,8b 40 1c,48 98,48 c1 e0 04,48 8d 1c 02,48 8b 45 28,48 89 c1,e8 77 fc ff ff,89 43 04,48 8b 45 20,8b 40 1c,8d 50 01,48 8b 45 20,89 50 1c,83 45 fc 01,8b 45 fc,3b 45 f8,0f 8c 13 fe ff ff,48 8d 05 00 00 00 00,8b 00,48 98,48 89 c1,48 8b 45 20,8b 40 1c,48 63 d0,48 8b 45 20,48 8b 40 30,49 89 c9,41 b8 04 00 00 00,48 89 c1,e8 00 00 00 00,c7 45 fc 00 00 00 00,e9 60 04 00 00,48 8b 45 20,8b 40 18,8d 50 05,48 8b 45 20,89 50 18,48 8b 45 20,48 8b 40 30,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 50 08,48 8b 45 28,48 89 c1,e8 f3 fb ff ff,48 8d 05 00 00 00 00,8b 10,48 8d 4d ec,48 8b 45 28,49 89 c8,48 89 c1,e8 d1 fb ff ff,85 c0,74 10,8b 55 ec,48 8d 05 00 00 00 00,8b 00,39 c2,74 20,48 8d 05 00 00 00 00,8b 10,48 8d 4d ec,48 8b 45 28,49 89 c8,48 89 c1,e8 a1 fb ff ff,85 c0,74 2d,48 8b 45 20,48 8b 40 30,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 10,83 c2 01,89 10,48 8b 45 20,8b 40 18,8d 50 01,48 8b 45 20,89 50 18,48 8b 45 20,48 8b 40 10,4c 8d 40 08,48 8b 45 20,48 8b 40 10,4c 8d 48 04,48 8b 45 20,48 8b 48 10,48 8d 05 00 00 00 00,8b 10,48 8b 45 28,4c 89 44 24 20,49 89 c8,48 89 c1,e8 33 fb ff ff,85 c0,0f 84 d1 00 00 00,48 8b 45 20,48 8b 40 10,48 83 c0 04,8b 10,48 8b 45 20,48 8b 40 10,8b 00,39 c2,74 4f,48 8b 45 20,c7 40 0c 03 00 00 00,48 8b 45 20,48 8b 40 30,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 c2,48 8b 45 20,48 8b 40 30,8b 4d fc,48 63 c9,48 c1 e1 04,48 01 c8,8b 00,83 c0 04,89 02,48 8b 45 20,8b 40 18,8d 50 04,48 8b 45 20,89 50 18,eb 4d,48 8b 45 20,c7 40 0c 01 00 00 00,48 8b 45 20,48 8b 40 30,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 c2,48 8b 45 20,48 8b 40 30,8b 4d fc,48 63 c9,48 c1 e1 04,48 01 c8,8b 00,83 c0 02,89 02,48 8b 45 20,8b 40 18,8d 50 02,48 8b 45 20,89 50 18,48 8b 45 20,8b 40 08,83 f8 01,7f 18,48 8b 45 20,c7 40 08 02 00 00 00,eb 0b,48 8b 45 20,c7 40 0c 00 00 00 00,48 8b 4d 20,48 8b 45 20,4c 8d 40 04,48 8d 05 00 00 00 00,8b 10,48 8b 45 28,49 89 c9,48 89 c1,e8 2b fa ff ff,85 c0,74 44,48 8b 45 20,48 8b 40 30,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 10,83 c2 01,89 10,48 8b 45 20,8b 40 18,8d 50 01,48 8b 45 20,89 50 18,48 8b 45 20,8b 40 08,83 f8 02,7f 0b,48 8b 45 20,c7 40 08 03 00 00 00,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 c2,48 8b 45 20,48 8b 40 30,8b 4d fc,48 63 c9,48 c1 e1 04,48 01 c8,8b 40 04,89 42 0c,48 8d 05 00 00 00 00,8b 10,48 8d 4d ec,48 8b 45 28,49 89 c8,48 89 c1,e8 97 f9 ff ff,85 c0,74 63,8b 55 ec,48 8d 05 00 00 00 00,8b 00,39 c2,75 53,48 8d 05 00 00 00 00,8b 10,48 8d 4d ec,48 8b 45 28,49 89 c8,48 89 c1,e8 67 f9 ff ff,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 8d 0c 10,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 40 0c,8b 75 ec,99,f7 fe,89 41 0c,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 40 0c,85 c0,0f 8e 4a 01 00 00,48 8b 45 20,8b 50 18,48 8b 45 20,48 8b 40 20,8b 4d fc,48 63 c9,48 c1 e1 04,48 01 c8,8b 40 0c,83 e8 01,01 c0,01 c2,48 8b 45 20,89 50 18,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,48 8d 48 08,48 8d 05 00 00 00 00,8b 10,48 8b 45 28,49 89 c8,48 89 c1,e8 b2 f8 ff ff,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,48 8d 48 04,48 8d 05 00 00 00 00,8b 10,48 8b 45 28,49 89 c8,48 89 c1,e8 81 f8 ff ff,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 8d 1c 10,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 40 0c,48 98,48 c1 e0 02,48 89 c1,e8 63 f8 ff ff,89 03,48 8b 45 20,48 8b 40 20,8b 55 fc,48 63 d2,48 c1 e2 04,48 01 d0,8b 00,48 98,48 85 c0,75 5f,48 8b 45 28,48 89 c1,e8 31 f8 ff ff,89 c2,48 8b 45 20,48 8b 40 20,8b 4d fc,48 63 c9,48 c1 e1 04,48 01 c8,8b 40 0c,48 98,48 8d 0c 85 00 00 00 00,48 8d 05 00 00 00 00,8b 00,41 89 d1,49 89 c8,48 8d 15 a8 00 00 00,89 c1,e8 ea f7 ff ff,48 8d 05 00 00 00 00,8b 10,48 8b 45 20,89 50 28,eb 15,83 45 fc 01,48 8b 45 20,8b 40 1c,3b 45 fc,0f 8f 90 fb ff ff,90,48 83 c4 50,5b,5e,5d,c3
55,48 89 e5,48 83 ec 20,e8 00 00 00 00,b8 00 00 00 00,48 83 c4 20,5d,c3,90,90,90,90,90
